wkurz;sprengel;ptname;ptlang;listenplatz;gesamt;unguel;gueltig;stimmen;anzspr;aenderung_am;aenderung_durch
BRGRAZ12;0422;GRÜNE;Die Grünen - Die Grüne Alternative;4;317;31;286;69;1;25.11.2012 06:15:10;Klampfer Eva/e01252@intra.graz.at/e01252@intra.graz.at/GGA-60101/2012-11-25T18:15:17
BRGRAZ12;0422;KPÖ;Kommunistische Partei Österreichs;5;317;31;286;62;1;25.11.2012 06:15:10;Klampfer Eva/e01252@intra.graz.at/e01252@intra.graz.at/GGA-60101/2012-11-25T18:15:17
BRGRAZ12;0423;SPÖ;Sozialdemokratische Partei Österreichs;1;336;46;290;42;1;25.11.2012 06:03:31;Klampfer Eva/e01252@intra.graz.at/e01252@intra.graz.at/GGA-60101/2012-11-25T18:03:38
BRGRAZ12;0423;ÖVP;Österreichische Volkspartei;2;336;46;290;83;1;25.11.2012 06:03:31;Klampfer Eva/e01252@intra.graz.at/e01252@intra.graz.at/GGA-60101/2012-11-25T18:03:38
BRGRAZ12;0423;FPÖ;Freiheitliche Partei Österreichs;3;336;46;290;56;1;25.11.2012 06:03:31;Klampfer Eva/e01252@intra.graz.at/e01252@intra.graz.at/GGA-60101/2012-11-25T18:03:38
BRGRAZ12;0423;GRÜNE;Die Grünen - Die Grüne Alternative;4;336;46;290;44;1;25.11.2012 06:03:31;Klampfer Eva/e01252@intra.graz.at/e01252@intra.graz.at/GGA-60101/2012-11-25T18:03:38
BRGRAZ12;0423;KPÖ;Kommunistische Partei Österreichs;5;336;46;290;65;1;25.11.2012 06:03:31;Klampfer Eva/e01252@intra.graz.at/e01252@intra.graz.at/GGA-60101/2012-11-25T18:03:38
BRGRAZ12;0424;SPÖ;Sozialdemokratische Partei Österreichs;1;317;56;261;59;1;25.11.2012 06:31:51;Klampfer Eva/e01252@intra.graz.at/e01252@intra.graz.at/GGA-60101/2012-11-25T18:31:58
BRGRAZ12;0424;ÖVP;Österreichische Volkspartei;2;317;56;261;69;1;25.11.2012 06:31:51;Klampfer Eva/e01252@intra.graz.at/e01252@intra.graz.at/GGA-60101/2012-11-25T18:31:58
BRGRAZ12;0424;FPÖ;Freiheitliche Partei Österreichs;3;317;56;261;74;1;25.11.2012 06:31:51;Klampfer Eva/e01252@intra.graz.at/e01252@intra.graz.at/GGA-60101/2012-11-25T18:31:58
BRGRAZ12;0424;GRÜNE;Die Grünen - Die Grüne Alternative;4;317;56;261;17;1;25.11.2012 06:31:51;Klampfer Eva/e01252@intra.graz.at/e01252@intra.graz.at/GGA-60101/2012-11-25T18:31:58
BRGRAZ12;0424;KPÖ;Kommunistische Partei Österreichs;5;317;56;261;42;1;25.11.2012 06:31:51;Klampfer Eva/e01252@intra.graz.at/e01252@intra.graz.at/GGA-60101/2012-11-25T18:31:58
BRGRAZ12;0425;SPÖ;Sozialdemokratische Partei Österreichs;1;288;27;261;63;1;25.11.2012 05:35:02;Klampfer Eva/e01252@intra.graz.at/e01252@intra.graz.at/GGA-60101/2012-11-25T17:35:08
BRGRAZ12;0425;ÖVP;Österreichische Volkspartei;2;288;27;261;64;1;25.11.2012 05:35:02;Klampfer Eva/e01252@intra.graz.at/e01252@intra.graz.at/GGA-60101/2012-11-25T17:35:08
BRGRAZ12;0425;FPÖ;Freiheitliche Partei Österreichs;3;288;27;261;48;1;25.11.2012 05:35:02;Klampfer Eva/e01252@intra.graz.at/e01252@intra.graz.at/GGA-60101/2012-11-25T17:35:08
BRGRAZ12;0425;GRÜNE;Die Grünen - Die Grüne Alternative;4;288;27;261;21;1;25.11.2012 05:35:02;Klampfer Eva/e01252@intra.graz.at/e01252@intra.graz.at/GGA-60101/2012-11-25T17:35:08
BRGRAZ12;0425;KPÖ;Kommunistische Partei Österreichs;5;288;27;261;65;1;25.11.2012 05:35:02;Klampfer Eva/e01252@intra.graz.at/e01252@intra.graz.at/GGA-60101/2012-11-25T17:35:08
BRGRAZ12;0426;SPÖ;Sozialdemokratische Partei Österreichs;1;440;8;432;69;1;25.11.2012 06:19:39;Klampfer Eva/e01252@intra.graz.at/e01252@intra.graz.at/GGA-60101/2012-11-25T18:19:46
BRGRAZ12;0426;ÖVP;Österreichische Volkspartei;2;440;8;432;149;1;25.11.2012 06:19:39;Klampfer Eva/e01252@intra.graz.at/e01252@intra.graz.at/GGA-60101/2012-11-25T18:19:46
BRGRAZ12;0426;FPÖ;Freiheitliche Partei Österreichs;3;440;8;432;83;1;25.11.2012 06:19:39;Klampfer Eva/e01252@intra.graz.at/e01252@intra.graz.at/GGA-60101/2012-11-25T18:19:46
BRGRAZ12;0426;GRÜNE;Die Grünen - Die Grüne Alternative;4;440;8;432;48;1;25.11.2012 06:19:39;Klampfer Eva/e01252@intra.graz.at/e01252@intra.graz.at/GGA-60101/2012-11-25T18:19:46
BRGRAZ12;0426;KPÖ;Kommunistische Partei Österreichs;5;440;8;432;83;1;25.11.2012 06:19:39;Klampfer Eva/e01252@intra.graz.at/e01252@intra.graz.at/GGA-60101/2012-11-25T18:19:46
BRGRAZ12;0498;SPÖ;Sozialdemokratische Partei Österreichs;1;465;7;458;92;1;27.11.2012 08:45:52;Schwartz Wolfgang/p14139@intra.graz.at/p14139@intra.graz.at/GGA-60101/2012-11-27T08:45:54
BRGRAZ12;0498;ÖVP;Österreichische Volkspartei;2;465;7;458;136;1;27.11.2012 08:45:52;Schwartz Wolfgang/p14139@intra.graz.at/p14139@intra.graz.at/GGA-60101/2012-11-27T08:45:54
BRGRAZ12;0498;FPÖ;Freiheitliche Partei Österreichs;3;465;7;458;47;1;27.11.2012 08:45:52;Schwartz Wolfgang/p14139@intra.graz.at/p14139@intra.graz.at/GGA-60101/2012-11-27T08:45:54
BRGRAZ12;0498;GRÜNE;Die Grünen - Die Grüne Alternative;4;465;7;458;97;1;27.11.2012 08:45:52;Schwartz Wolfgang/p14139@intra.graz.at/p14139@intra.graz.at/GGA-60101/2012-11-27T08:45:54
BRGRAZ12;0498;KPÖ;Kommunistische Partei Österreichs;5;465;7;458;86;1;27.11.2012 08:45:52;Schwartz Wolfgang/p14139@intra.graz.at/p14139@intra.graz.at/GGA-60101/2012-11-27T08:45:54
BRGRAZ12;0499;SPÖ;Sozialdemokratische Partei Österreichs;1;783;30;753;160;1;26.11.2012 02:19:00;Schwartz Wolfgang/p14139@intra.graz.at/p14139@intra.graz.at/GGA-60101/2012-11-26T14:19:05
BRGRAZ12;0499;ÖVP;Österreichische Volkspartei;2;783;30;753;211;1;26.11.2012 02:19:00;Schwartz Wolfgang/p14139@intra.graz.at/p14139@intra.graz.at/GGA-60101/2012-11-26T14:19:05
BRGRAZ12;0499;FPÖ;Freiheitliche Partei Österreichs;3;783;30;753;90;1;26.11.2012 02:19:00;Schwartz Wolfgang/p14139@intra.graz.at/p14139@intra.graz.at/GGA-60101/2012-11-26T14:19:05
BRGRAZ12;0499;GRÜNE;Die Grünen - Die Grüne Alternative;4;783;30;753;144;1;26.11.2012 02:19:00;Schwartz Wolfgang/p14139@intra.graz.at/p14139@intra.graz.at/GGA-60101/2012-11-26T14:19:05
BRGRAZ12;0499;KPÖ;Kommunistische Partei Österreichs;5;783;30;753;148;1;26.11.2012 02:19:00;Schwartz Wolfgang/p14139@intra.graz.at/p14139@intra.graz.at/GGA-60101/2012-11-26T14:19:05
BRGRAZ12;0501;SPÖ;Sozialdemokratische Partei Österreichs;1;364;4;360;43;1;25.11.2012 05:56:51;Sandner Friedrich/p10047@intra.graz.at/p10047@intra.graz.at/GGA-60101/2012-11-25T17:56:58
BRGRAZ12;0501;ÖVP;Österreichische Volkspartei;2;364;4;360;84;1;25.11.2012 05:56:51;Sandner Friedrich/p10047@intra.graz.at/p10047@intra.graz.at/GGA-60101/2012-11-25T17:56:58
BRGRAZ12;0501;FPÖ;Freiheitliche Partei Österreichs;3;364;4;360;38;1;25.11.2012 05:56:51;Sandner Friedrich/p10047@intra.graz.at/p10047@intra.graz.at/GGA-60101/2012-11-25T17:56:58
BRGRAZ12;0501;GRÜNE;Die Grünen - Die Grüne Alternative;4;364;4;360;92;1;25.11.2012 05:56:51;Sandner Friedrich/p10047@intra.graz.at/p10047@intra.graz.at/GGA-60101/2012-11-25T17:56:58
BRGRAZ12;0501;KPÖ;Kommunistische Partei Österreichs;5;364;4;360;103;1;25.11.2012 05:56:51;Sandner Friedrich/p10047@intra.graz.at/p10047@intra.graz.at/GGA-60101/2012-11-25T17:56:58
BRGRAZ12;0502;SPÖ;Sozialdemokratische Partei Österreichs;1;374;13;361;38;1;25.11.2012 09:27:13;Schwartz Wolfgang/p14139@intra.graz.at/p14139@intra.graz.at/GGA-60101/2012-11-25T21:27:21
BRGRAZ12;0502;ÖVP;Österreichische Volkspartei;2;374;13;361;91;1;25.11.2012 09:27:13;Schwartz Wolfgang/p14139@intra.graz.at/p14139@intra.graz.at/GGA-60101/2012-11-25T21:27:21
BRGRAZ12;0502;FPÖ;Freiheitliche Partei Österreichs;3;374;13;361;34;1;25.11.2012 09:27:13;Schwartz Wolfgang/p14139@intra.graz.at/p14139@intra.graz.at/GGA-60101/2012-11-25T21:27:21
BRGRAZ12;0502;GRÜNE;Die Grünen - Die Grüne Alternative;4;374;13;361;91;1;25.11.2012 09:27:13;Schwartz Wolfgang/p14139@intra.graz.at/p14139@intra.graz.at/GGA-60101/2012-11-25T21:27:21
BRGRAZ12;0502;KPÖ;Kommunistische Partei Österreichs;5;374;13;361;107;1;25.11.2012 09:27:13;Schwartz Wolfgang/p14139@intra.graz.at/p14139@intra.graz.at/GGA-60101/2012-11-25T21:27:21
BRGRAZ12;0503;SPÖ;Sozialdemokratische Partei Österreichs;1;370;21;349;39;1;25.11.2012 06:41:04;Sandner Friedrich/p10047@intra.graz.at/p10047@intra.graz.at/GGA-60101/2012-11-25T18:41:11
BRGRAZ12;0503;ÖVP;Österreichische Volkspartei;2;370;21;349;73;1;25.11.2012 06:41:04;Sandner Friedrich/p10047@intra.graz.at/p10047@intra.graz.at/GGA-60101/2012-11-25T18:41:11
BRGRAZ12;0503;FPÖ;Freiheitliche Partei Österreichs;3;370;21;349;47;1;25.11.2012 06:41:04;Sandner Friedrich/p10047@intra.graz.at/p10047@intra.graz.at/GGA-60101/2012-11-25T18:41:11
BRGRAZ12;0503;GRÜNE;Die Grünen - Die Grüne Alternative;4;370;21;349;77;1;25.11.2012 06:41:04;Sandner Friedrich/p10047@intra.graz.at/p10047@intra.graz.at/GGA-60101/2012-11-25T18:41:11
BRGRAZ12;0503;KPÖ;Kommunistische Partei Österreichs;5;370;21;349;113;1;25.11.2012 06:41:04;Sandner Friedrich/p10047@intra.graz.at/p10047@intra.graz.at/GGA-60101/2012-11-25T18:41:11
BRGRAZ12;0504;SPÖ;Sozialdemokratische Partei Österreichs;1;305;12;293;46;1;25.11.2012 06:29:57;Sandner Friedrich/p10047@intra.graz.at/p10047@intra.graz.at/GGA-60101/2012-11-25T18:30:04
BRGRAZ12;0504;ÖVP;Österreichische Volkspartei;2;305;12;293;73;1;25.11.2012 06:29:57;Sandner Friedrich/p10047@intra.graz.at/p10047@intra.graz.at/GGA-60101/2012-11-25T18:30:04
BRGRAZ12;0504;FPÖ;Freiheitliche Partei Österreichs;3;305;12;293;36;1;25.11.2012 06:29:57;Sandner Friedrich/p10047@intra.graz.at/p10047@intra.graz.at/GGA-60101/2012-11-25T18:30:04
BRGRAZ12;0504;GRÜNE;Die Grünen - Die Grüne Alternative;4;305;12;293;54;1;25.11.2012 06:29:57;Sandner Friedrich/p10047@intra.graz.at/p10047@intra.graz.at/GGA-60101/2012-11-25T18:30:04
BRGRAZ12;0504;KPÖ;Kommunistische Partei Österreichs;5;305;12;293;84;1;25.11.2012 06:29:57;Sandner Friedrich/p10047@intra.graz.at/p10047@intra.graz.at/GGA-60101/2012-11-25T18:30:04
BRGRAZ12;0505;SPÖ;Sozialdemokratische Partei Österreichs;1;207;14;193;36;1;25.11.2012 05:42:46;Sandner Friedrich/p10047@intra.graz.at/p10047@intra.graz.at/GGA-60101/2012-11-25T17:42:53
BRGRAZ12;0505;ÖVP;Österreichische Volkspartei;2;207;14;193;41;1;25.11.2012 05:42:46;Sandner Friedrich/p10047@intra.graz.at/p10047@intra.graz.at/GGA-60101/2012-11-25T17:42:53
BRGRAZ12;0505;FPÖ;Freiheitliche Partei Österreichs;3;207;14;193;42;1;25.11.2012 05:42:46;Sandner Friedrich/p10047@intra.graz.at/p10047@intra.graz.at/GGA-60101/2012-11-25T17:42:53
BRGRAZ12;0505;GRÜNE;Die Grünen - Die Grüne Alternative;4;207;14;193;12;1;25.11.2012 05:42:46;Sandner Friedrich/p10047@intra.graz.at/p10047@intra.graz.at/GGA-60101/2012-11-25T17:42:53
BRGRAZ12;0505;KPÖ;Kommunistische Partei Österreichs;5;207;14;193;62;1;25.11.2012 05:42:46;Sandner Friedrich/p10047@intra.graz.at/p10047@intra.graz.at/GGA-60101/2012-11-25T17:42:53
BRGRAZ12;0506;SPÖ;Sozialdemokratische Partei Österreichs;1;277;8;269;45;1;25.11.2012 09:31:55;Schwartz Wolfgang/p14139@intra.graz.at/p14139@intra.graz.at/GGA-60101/2012-11-25T21:32:04
BRGRAZ12;0506;ÖVP;Österreichische Volkspartei;2;277;8;269;77;1;25.11.2012 09:31:55;Schwartz Wolfgang/p14139@intra.graz.at/p14139@intra.graz.at/GGA-60101/2012-11-25T21:32:04
BRGRAZ12;0506;FPÖ;Freiheitliche Partei Österreichs;3;277;8;269;39;1;25.11.2012 09:31:55;Schwartz Wolfgang/p14139@intra.graz.at/p14139@intra.graz.at/GGA-60101/2012-11-25T21:32:04
BRGRAZ12;0506;GRÜNE;Die Grünen - Die Grüne Alternative;4;277;8;269;41;1;25.11.2012 09:31:55;Schwartz Wolfgang/p14139@intra.graz.at/p14139@intra.graz.at/GGA-60101/2012-11-25T21:32:04
BRGRAZ12;0506;KPÖ;Kommunistische Partei Österreichs;5;277;8;269;67;1;25.11.2012 09:31:55;Schwartz Wolfgang/p14139@intra.graz.at/p14139@intra.graz.at/GGA-60101/2012-11-25T21:32:04
BRGRAZ12;0507;SPÖ;Sozialdemokratische Partei Österreichs;1;293;34;259;53;1;25.11.2012 06:07:52;Sandner Friedrich/p10047@intra.graz.at/p10047@intra.graz.at/GGA-60101/2012-11-25T18:07:59
BRGRAZ12;0507;ÖVP;Österreichische Volkspartei;2;293;34;259;68;1;25.11.2012 06:07:52;Sandner Friedrich/p10047@intra.graz.at/p10047@intra.graz.at/GGA-60101/2012-11-25T18:07:59
BRGRAZ12;0507;FPÖ;Freiheitliche Partei Österreichs;3;293;34;259;28;1;25.11.2012 06:07:52;Sandner Friedrich/p10047@intra.graz.at/p10047@intra.graz.at/GGA-60101/2012-11-25T18:07:59
BRGRAZ12;0507;GRÜNE;Die Grünen - Die Grüne Alternative;4;293;34;259;42;1;25.11.2012 06:07:52;Sandner Friedrich/p10047@intra.graz.at/p10047@intra.graz.at/GGA-60101/2012-11-25T18:07:59
BRGRAZ12;0507;KPÖ;Kommunistische Partei Österreichs;5;293;34;259;68;1;25.11.2012 06:07:52;Sandner Friedrich/p10047@intra.graz.at/p10047@intra.graz.at/GGA-60101/2012-11-25T18:07:59
BRGRAZ12;0508;SPÖ;Sozialdemokratische Partei Österreichs;1;318;9;309;43;1;25.11.2012 07:37:06;Sandner Friedrich/p10047@intra.graz.at/p10047@intra.graz.at/GGA-60101/2012-11-25T19:37:13
BRGRAZ12;0508;ÖVP;Österreichische Volkspartei;2;318;9;309;84;1;25.11.2012 07:37:06;Sandner Friedrich/p10047@intra.graz.at/p10047@intra.graz.at/GGA-60101/2012-11-25T19:37:13
BRGRAZ12;0508;FPÖ;Freiheitliche Partei Österreichs;3;318;9;309;25;1;25.11.2012 07:37:06;Sandner Friedrich/p10047@intra.graz.at/p10047@intra.graz.at/GGA-60101/2012-11-25T19:37:13
BRGRAZ12;0508;GRÜNE;Die Grünen - Die Grüne Alternative;4;318;9;309;68;1;25.11.2012 07:37:06;Sandner Friedrich/p10047@intra.graz.at/p10047@intra.graz.at/GGA-60101/2012-11-25T19:37:13
BRGRAZ12;0508;KPÖ;Kommunistische Partei Österreichs;5;318;9;309;89;1;25.11.2012 07:37:06;Sandner Friedrich/p10047@intra.graz.at/p10047@intra.graz.at/GGA-60101/2012-11-25T19:37:13
BRGRAZ12;0509;SPÖ;Sozialdemokratische Partei Österreichs;1;209;27;182;29;1;25.11.2012 06:59:41;Sandner Friedrich/p10047@intra.graz.at/p10047@intra.graz.at/GGA-60101/2012-11-25T18:59:48
BRGRAZ12;0509;ÖVP;Österreichische Volkspartei;2;209;27;182;48;1;25.11.2012 06:59:41;Sandner Friedrich/p10047@intra.graz.at/p10047@intra.graz.at/GGA-60101/2012-11-25T18:59:48
BRGRAZ12;0509;FPÖ;Freiheitliche Partei Österreichs;3;209;27;182;19;1;25.11.2012 06:59:41;Sandner Friedrich/p10047@intra.graz.at/p10047@intra.graz.at/GGA-60101/2012-11-25T18:59:48
BRGRAZ12;0509;GRÜNE;Die Grünen - Die Grüne Alternative;4;209;27;182;42;1;25.11.2012 06:59:41;Sandner Friedrich/p10047@intra.graz.at/p10047@intra.graz.at/GGA-60101/2012-11-25T18:59:48
BRGRAZ12;0509;KPÖ;Kommunistische Partei Österreichs;5;209;27;182;44;1;25.11.2012 06:59:41;Sandner Friedrich/p10047@intra.graz.at/p10047@intra.graz.at/GGA-60101/2012-11-25T18:59:48
BRGRAZ12;0510;SPÖ;Sozialdemokratische Partei Österreichs;1;293;29;264;58;1;25.11.2012 05:49:31;Sandner Friedrich/p10047@intra.graz.at/p10047@intra.graz.at/GGA-60101/2012-11-25T17:49:37
BRGRAZ12;0510;ÖVP;Österreichische Volkspartei;2;293;29;264;72;1;25.11.2012 05:49:31;Sandner Friedrich/p10047@intra.graz.at/p10047@intra.graz.at/GGA-60101/2012-11-25T17:49:37
BRGRAZ12;0510;FPÖ;Freiheitliche Partei Österreichs;3;293;29;264;51;1;25.11.2012 05:49:31;Sandner Friedrich/p10047@intra.graz.at/p10047@intra.graz.at/GGA-60101/2012-11-25T17:49:37
BRGRAZ12;0510;GRÜNE;Die Grünen - Die Grüne Alternative;4;293;29;264;33;1;25.11.2012 05:49:31;Sandner Friedrich/p10047@intra.graz.at/p10047@intra.graz.at/GGA-60101/2012-11-25T17:49:37
BRGRAZ12;0510;KPÖ;Kommunistische Partei Österreichs;5;293;29;264;50;1;25.11.2012 05:49:31;Sandner Friedrich/p10047@intra.graz.at/p10047@intra.graz.at/GGA-60101/2012-11-25T17:49:37
BRGRAZ12;0511;SPÖ;Sozialdemokratische Partei Österreichs;1;348;17;331;75;1;25.11.2012 09:33:14;Schwartz Wolfgang/p14139@intra.graz.at/p14139@intra.graz.at/GGA-60101/2012-11-25T21:33:22
BRGRAZ12;0511;ÖVP;Österreichische Volkspartei;2;348;17;331;66;1;25.11.2012 09:33:14;Schwartz Wolfgang/p14139@intra.graz.at/p14139@intra.graz.at/GGA-60101/2012-11-25T21:33:22
BRGRAZ12;0511;FPÖ;Freiheitliche Partei Österreichs;3;348;17;331;65;1;25.11.2012 09:33:14;Schwartz Wolfgang/p14139@intra.graz.at/p14139@intra.graz.at/GGA-60101/2012-11-25T21:33:22
BRGRAZ12;0511;GRÜNE;Die Grünen - Die Grüne Alternative;4;348;17;331;39;1;25.11.2012 09:33:14;Schwartz Wolfgang/p14139@intra.graz.at/p14139@intra.graz.at/GGA-60101/2012-11-25T21:33:22
BRGRAZ12;0511;KPÖ;Kommunistische Partei Österreichs;5;348;17;331;86;1;25.11.2012 09:33:14;Schwartz Wolfgang/p14139@intra.graz.at/p14139@intra.graz.at/GGA-60101/2012-11-25T21:33:22
BRGRAZ12;0512;SPÖ;Sozialdemokratische Partei Österreichs;1;265;39;226;52;1;25.11.2012 06:18:22;Sandner Friedrich/p10047@intra.graz.at/p10047@intra.graz.at/GGA-60101/2012-11-25T18:18:29
BRGRAZ12;0512;ÖVP;Österreichische Volkspartei;2;265;39;226;58;1;25.11.2012 06:18:22;Sandner Friedrich/p10047@intra.graz.at/p10047@intra.graz.at/GGA-60101/2012-11-25T18:18:29
BRGRAZ12;0512;FPÖ;Freiheitliche Partei Österreichs;3;265;39;226;38;1;25.11.2012 06:18:22;Sandner Friedrich/p10047@intra.graz.at/p10047@intra.graz.at/GGA-60101/2012-11-25T18:18:29
BRGRAZ12;0512;GRÜNE;Die Grünen - Die Grüne Alternative;4;265;39;226;37;1;25.11.2012 06:18:22;Sandner Friedrich/p10047@intra.graz.at/p10047@intra.graz.at/GGA-60101/2012-11-25T18:18:29
BRGRAZ12;0512;KPÖ;Kommunistische Partei Österreichs;5;265;39;226;41;1;25.11.2012 06:18:22;Sandner Friedrich/p10047@intra.graz.at/p10047@intra.graz.at/GGA-60101/2012-11-25T18:18:29
BRGRAZ12;0513;SPÖ;Sozialdemokratische Partei Österreichs;1;243;17;226;30;1;25.11.2012 09:34:46;Schwartz Wolfgang/p14139@intra.graz.at/p14139@intra.graz.at/GGA-60101/2012-11-25T21:34:54
BRGRAZ12;0513;ÖVP;Österreichische Volkspartei;2;243;17;226;54;1;25.11.2012 09:34:46;Schwartz Wolfgang/p14139@intra.graz.at/p14139@intra.graz.at/GGA-60101/2012-11-25T21:34:54
BRGRAZ12;0513;FPÖ;Freiheitliche Partei Österreichs;3;243;17;226;30;1;25.11.2012 09:34:46;Schwartz Wolfgang/p14139@intra.graz.at/p14139@intra.graz.at/GGA-60101/2012-11-25T21:34:54
BRGRAZ12;0513;GRÜNE;Die Grünen - Die Grüne Alternative;4;243;17;226;31;1;25.11.2012 09:34:46;Schwartz Wolfgang/p14139@intra.graz.at/p14139@intra.graz.at/GGA-60101/2012-11-25T21:34:54
BRGRAZ12;0513;KPÖ;Kommunistische Partei Österreichs;5;243;17;226;81;1;25.11.2012 09:34:46;Schwartz Wolfgang/p14139@intra.graz.at/p14139@intra.graz.at/GGA-60101/2012-11-25T21:34:54
BRGRAZ12;0514;SPÖ;Sozialdemokratische Partei Österreichs;1;323;33;290;37;1;25.11.2012 09:35:29;Schwartz Wolfgang/p14139@intra.graz.at/p14139@intra.graz.at/GGA-60101/2012-11-25T21:35:37
BRGRAZ12;0514;ÖVP;Österreichische Volkspartei;2;323;33;290;131;1;25.11.2012 09:35:29;Schwartz Wolfgang/p14139@intra.graz.at/p14139@intra.graz.at/GGA-60101/2012-11-25T21:35:37
BRGRAZ12;0514;FPÖ;Freiheitliche Partei Österreichs;3;323;33;290;56;1;25.11.2012 09:35:29;Schwartz Wolfgang/p14139@intra.graz.at/p14139@intra.graz.at/GGA-60101/2012-11-25T21:35:37
BRGRAZ12;0514;GRÜNE;Die Grünen - Die Grüne Alternative;4;323;33;290;16;1;25.11.2012 09:35:29;Schwartz Wolfgang/p14139@intra.graz.at/p14139@intra.graz.at/GGA-60101/2012-11-25T21:35:37
BRGRAZ12;0514;KPÖ;Kommunistische Partei Österreichs;5;323;33;290;50;1;25.11.2012 09:35:29;Schwartz Wolfgang/p14139@intra.graz.at/p14139@intra.graz.at/GGA-60101/2012-11-25T21:35:37
BRGRAZ12;0515;SPÖ;Sozialdemokratische Partei Österreichs;1;240;22;218;37;1;25.11.2012 06:21:57;Sandner Friedrich/p10047@intra.graz.at/p10047@intra.graz.at/GGA-60101/2012-11-25T18:22:04
BRGRAZ12;0515;ÖVP;Österreichische Volkspartei;2;240;22;218;62;1;25.11.2012 06:21:57;Sandner Friedrich/p10047@intra.graz.at/p10047@intra.graz.at/GGA-60101/2012-11-25T18:22:04
BRGRAZ12;0515;FPÖ;Freiheitliche Partei Österreichs;3;240;22;218;76;1;25.11.2012 06:21:57;Sandner Friedrich/p10047@intra.graz.at/p10047@intra.graz.at/GGA-60101/2012-11-25T18:22:04
BRGRAZ12;0515;GRÜNE;Die Grünen - Die Grüne Alternative;4;240;22;218;11;1;25.11.2012 06:21:57;Sandner Friedrich/p10047@intra.graz.at/p10047@intra.graz.at/GGA-60101/2012-11-25T18:22:04
BRGRAZ12;0515;KPÖ;Kommunistische Partei Österreichs;5;240;22;218;32;1;25.11.2012 06:21:57;Sandner Friedrich/p10047@intra.graz.at/p10047@intra.graz.at/GGA-60101/2012-11-25T18:22:04
BRGRAZ12;0516;SPÖ;Sozialdemokratische Partei Österreichs;1;318;34;284;72;1;25.11.2012 06:14:55;Sandner Friedrich/p10047@intra.graz.at/p10047@intra.graz.at/GGA-60101/2012-11-25T18:15:01
BRGRAZ12;0516;ÖVP;Österreichische Volkspartei;2;318;34;284;60;1;25.11.2012 06:14:55;Sandner Friedrich/p10047@intra.graz.at/p10047@intra.graz.at/GGA-60101/2012-11-25T18:15:01
BRGRAZ12;0516;FPÖ;Freiheitliche Partei Österreichs;3;318;34;284;56;1;25.11.2012 06:14:55;Sandner Friedrich/p10047@intra.graz.at/p10047@intra.graz.at/GGA-60101/2012-11-25T18:15:01
BRGRAZ12;0516;GRÜNE;Die Grünen - Die Grüne Alternative;4;318;34;284;17;1;25.11.2012 06:14:55;Sandner Friedrich/p10047@intra.graz.at/p10047@intra.graz.at/GGA-60101/2012-11-25T18:15:01
BRGRAZ12;0516;KPÖ;Kommunistische Partei Österreichs;5;318;34;284;79;1;25.11.2012 06:14:55;Sandner Friedrich/p10047@intra.graz.at/p10047@intra.graz.at/GGA-60101/2012-11-25T18:15:01
BRGRAZ12;0517;SPÖ;Sozialdemokratische Partei Österreichs;1;167;24;143;25;1;25.11.2012 05:19:15;Sandner Friedrich/p10047@intra.graz.at/p10047@intra.graz.at/GGA-60101/2012-11-25T17:19:22
BRGRAZ12;0517;ÖVP;Österreichische Volkspartei;2;167;24;143;33;1;25.11.2012 05:19:15;Sandner Friedrich/p10047@intra.graz.at/p10047@intra.graz.at/GGA-60101/2012-11-25T17:19:22
BRGRAZ12;0517;FPÖ;Freiheitliche Partei Österreichs;3;167;24;143;36;1;25.11.2012 05:19:15;Sandner Friedrich/p10047@intra.graz.at/p10047@intra.graz.at/GGA-60101/2012-11-25T17:19:22
BRGRAZ12;0517;GRÜNE;Die Grünen - Die Grüne Alternative;4;167;24;143;3;1;25.11.2012 05:19:15;Sandner Friedrich/p10047@intra.graz.at/p10047@intra.graz.at/GGA-60101/2012-11-25T17:19:22
BRGRAZ12;0517;KPÖ;Kommunistische Partei Österreichs;5;167;24;143;46;1;25.11.2012 05:19:15;Sandner Friedrich/p10047@intra.graz.at/p10047@intra.graz.at/GGA-60101/2012-11-25T17:19:22
BRGRAZ12;0518;SPÖ;Sozialdemokratische Partei Österreichs;1;348;7;341;65;1;25.11.2012 07:12:16;Sandner Friedrich/p10047@intra.graz.at/p10047@intra.graz.at/GGA-60101/2012-11-25T19:12:24
BRGRAZ12;0518;ÖVP;Österreichische Volkspartei;2;348;7;341;106;1;25.11.2012 07:12:16;Sandner Friedrich/p10047@intra.graz.at/p10047@intra.graz.at/GGA-60101/2012-11-25T19:12:24
BRGRAZ12;0518;FPÖ;Freiheitliche Partei Österreichs;3;348;7;341;68;1;25.11.2012 07:12:16;Sandner Friedrich/p10047@intra.graz.at/p10047@intra.graz.at/GGA-60101/2012-11-25T19:12:24
BRGRAZ12;0518;GRÜNE;Die Grünen - Die Grüne Alternative;4;348;7;341;27;1;25.11.2012 07:12:16;Sandner Friedrich/p10047@intra.graz.at/p10047@intra.graz.at/GGA-60101/2012-11-25T19:12:24
BRGRAZ12;0518;KPÖ;Kommunistische Partei Österreichs;5;348;7;341;75;1;25.11.2012 07:12:16;Sandner Friedrich/p10047@intra.graz.at/p10047@intra.graz.at/GGA-60101/2012-11-25T19:12:24
