wkurz;sprengel;ptname;ptlang;listenplatz;gesamt;unguel;gueltig;stimmen;anzspr;aenderung_am;aenderung_durch
GRGRAZ12;0408;BBB;Betty Baloo Bande;10;334;6;328;1;1;25.11.2012 04:37:33;Tsaklidis Aris/p15056@intra.graz.at/p15056@intra.graz.at/GGA-60101/2012-11-25T16:37:39
GRGRAZ12;0408;WIR;Wir Wähler-Wir packen es an-Wir wollen unser Recht;11;334;6;328;0;1;25.11.2012 04:37:33;Tsaklidis Aris/p15056@intra.graz.at/p15056@intra.graz.at/GGA-60101/2012-11-25T16:37:39
GRGRAZ12;0409;SPÖ;Sozialdemokratische Partei Österreichs;1;297;3;294;116;1;25.11.2012 05:28:46;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T17:28:53
GRGRAZ12;0409;ÖVP;Österreichische Volkspartei;2;297;3;294;54;1;25.11.2012 05:28:46;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T17:28:53
GRGRAZ12;0409;FPÖ;Freiheitliche Partei Österreichs;3;297;3;294;63;1;25.11.2012 05:28:46;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T17:28:53
GRGRAZ12;0409;GRÜNE;Die Grünen - Die Grüne Alternative;4;297;3;294;4;1;25.11.2012 05:28:46;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T17:28:53
GRGRAZ12;0409;KPÖ;Kommunistische Partei Österreichs;5;297;3;294;44;1;25.11.2012 05:28:46;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T17:28:53
GRGRAZ12;0409;BZÖ;BZÖ Wir säubern Graz;6;297;3;294;6;1;25.11.2012 05:28:46;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T17:28:53
GRGRAZ12;0409;CP-G;Christliche Partei-Grössler;7;297;3;294;1;1;25.11.2012 05:28:46;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T17:28:53
GRGRAZ12;0409;PIRAT;Piratenpartei Graz;8;297;3;294;5;1;25.11.2012 05:28:46;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T17:28:53
GRGRAZ12;0409;;Einsparkraftwerk;9;297;3;294;0;1;25.11.2012 05:28:46;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T17:28:53
GRGRAZ12;0409;BBB;Betty Baloo Bande;10;297;3;294;0;1;25.11.2012 05:28:46;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T17:28:53
GRGRAZ12;0409;WIR;Wir Wähler-Wir packen es an-Wir wollen unser Recht;11;297;3;294;1;1;25.11.2012 05:28:46;Ukowitz Eva/p14989@intra.graz.at/p14989@intra.graz.at/GGA-60101/2012-11-25T17:28:53
GRGRAZ12;0410;SPÖ;Sozialdemokratische Partei Österreichs;1;467;26;441;94;1;25.11.2012 04:53:25;Wresounig Michael/p12151@intra.graz.at/p12151@intra.graz.at/GGA-60101/2012-11-25T16:53:31
GRGRAZ12;0410;ÖVP;Österreichische Volkspartei;2;467;26;441;104;1;25.11.2012 04:53:25;Wresounig Michael/p12151@intra.graz.at/p12151@intra.graz.at/GGA-60101/2012-11-25T16:53:31
GRGRAZ12;0410;FPÖ;Freiheitliche Partei Österreichs;3;467;26;441;75;1;25.11.2012 04:53:25;Wresounig Michael/p12151@intra.graz.at/p12151@intra.graz.at/GGA-60101/2012-11-25T16:53:31
GRGRAZ12;0410;GRÜNE;Die Grünen - Die Grüne Alternative;4;467;26;441;54;1;25.11.2012 04:53:25;Wresounig Michael/p12151@intra.graz.at/p12151@intra.graz.at/GGA-60101/2012-11-25T16:53:31
GRGRAZ12;0410;KPÖ;Kommunistische Partei Österreichs;5;467;26;441;95;1;25.11.2012 04:53:25;Wresounig Michael/p12151@intra.graz.at/p12151@intra.graz.at/GGA-60101/2012-11-25T16:53:31
GRGRAZ12;0410;BZÖ;BZÖ Wir säubern Graz;6;467;26;441;7;1;25.11.2012 04:53:25;Wresounig Michael/p12151@intra.graz.at/p12151@intra.graz.at/GGA-60101/2012-11-25T16:53:31
GRGRAZ12;0410;CP-G;Christliche Partei-Grössler;7;467;26;441;1;1;25.11.2012 04:53:25;Wresounig Michael/p12151@intra.graz.at/p12151@intra.graz.at/GGA-60101/2012-11-25T16:53:31
GRGRAZ12;0410;PIRAT;Piratenpartei Graz;8;467;26;441;6;1;25.11.2012 04:53:25;Wresounig Michael/p12151@intra.graz.at/p12151@intra.graz.at/GGA-60101/2012-11-25T16:53:31
GRGRAZ12;0410;;Einsparkraftwerk;9;467;26;441;0;1;25.11.2012 04:53:25;Wresounig Michael/p12151@intra.graz.at/p12151@intra.graz.at/GGA-60101/2012-11-25T16:53:31
GRGRAZ12;0410;BBB;Betty Baloo Bande;10;467;26;441;1;1;25.11.2012 04:53:25;Wresounig Michael/p12151@intra.graz.at/p12151@intra.graz.at/GGA-60101/2012-11-25T16:53:31
GRGRAZ12;0410;WIR;Wir Wähler-Wir packen es an-Wir wollen unser Recht;11;467;26;441;4;1;25.11.2012 04:53:25;Wresounig Michael/p12151@intra.graz.at/p12151@intra.graz.at/GGA-60101/2012-11-25T16:53:31
GRGRAZ12;0411;SPÖ;Sozialdemokratische Partei Österreichs;1;389;5;384;65;1;25.11.2012 04:41:01;Klampfer Eva/e01252@intra.graz.at/e01252@intra.graz.at/GGA-60101/2012-11-25T16:41:07
GRGRAZ12;0411;ÖVP;Österreichische Volkspartei;2;389;5;384;125;1;25.11.2012 04:41:01;Klampfer Eva/e01252@intra.graz.at/e01252@intra.graz.at/GGA-60101/2012-11-25T16:41:07
GRGRAZ12;0411;FPÖ;Freiheitliche Partei Österreichs;3;389;5;384;77;1;25.11.2012 04:41:01;Klampfer Eva/e01252@intra.graz.at/e01252@intra.graz.at/GGA-60101/2012-11-25T16:41:07
GRGRAZ12;0411;GRÜNE;Die Grünen - Die Grüne Alternative;4;389;5;384;26;1;25.11.2012 04:41:01;Klampfer Eva/e01252@intra.graz.at/e01252@intra.graz.at/GGA-60101/2012-11-25T16:41:07
GRGRAZ12;0411;KPÖ;Kommunistische Partei Österreichs;5;389;5;384;76;1;25.11.2012 04:41:01;Klampfer Eva/e01252@intra.graz.at/e01252@intra.graz.at/GGA-60101/2012-11-25T16:41:07
GRGRAZ12;0411;BZÖ;BZÖ Wir säubern Graz;6;389;5;384;4;1;25.11.2012 04:41:01;Klampfer Eva/e01252@intra.graz.at/e01252@intra.graz.at/GGA-60101/2012-11-25T16:41:07
GRGRAZ12;0411;CP-G;Christliche Partei-Grössler;7;389;5;384;1;1;25.11.2012 04:41:01;Klampfer Eva/e01252@intra.graz.at/e01252@intra.graz.at/GGA-60101/2012-11-25T16:41:07
GRGRAZ12;0411;PIRAT;Piratenpartei Graz;8;389;5;384;7;1;25.11.2012 04:41:01;Klampfer Eva/e01252@intra.graz.at/e01252@intra.graz.at/GGA-60101/2012-11-25T16:41:07
GRGRAZ12;0411;;Einsparkraftwerk;9;389;5;384;1;1;25.11.2012 04:41:01;Klampfer Eva/e01252@intra.graz.at/e01252@intra.graz.at/GGA-60101/2012-11-25T16:41:07
GRGRAZ12;0411;BBB;Betty Baloo Bande;10;389;5;384;1;1;25.11.2012 04:41:01;Klampfer Eva/e01252@intra.graz.at/e01252@intra.graz.at/GGA-60101/2012-11-25T16:41:07
GRGRAZ12;0411;WIR;Wir Wähler-Wir packen es an-Wir wollen unser Recht;11;389;5;384;1;1;25.11.2012 04:41:01;Klampfer Eva/e01252@intra.graz.at/e01252@intra.graz.at/GGA-60101/2012-11-25T16:41:07
GRGRAZ12;0412;SPÖ;Sozialdemokratische Partei Österreichs;1;341;5;336;57;1;25.11.2012 06:38:11;Tauscher Manfred/p11760@intra.graz.at/p11760@intra.graz.at/GGA-60101/2012-11-25T18:38:18
GRGRAZ12;0412;ÖVP;Österreichische Volkspartei;2;341;5;336;57;1;25.11.2012 06:38:11;Tauscher Manfred/p11760@intra.graz.at/p11760@intra.graz.at/GGA-60101/2012-11-25T18:38:18
GRGRAZ12;0412;FPÖ;Freiheitliche Partei Österreichs;3;341;5;336;66;1;25.11.2012 06:38:11;Tauscher Manfred/p11760@intra.graz.at/p11760@intra.graz.at/GGA-60101/2012-11-25T18:38:18
GRGRAZ12;0412;GRÜNE;Die Grünen - Die Grüne Alternative;4;341;5;336;50;1;25.11.2012 06:38:11;Tauscher Manfred/p11760@intra.graz.at/p11760@intra.graz.at/GGA-60101/2012-11-25T18:38:18
GRGRAZ12;0412;KPÖ;Kommunistische Partei Österreichs;5;341;5;336;93;1;25.11.2012 06:38:11;Tauscher Manfred/p11760@intra.graz.at/p11760@intra.graz.at/GGA-60101/2012-11-25T18:38:18
GRGRAZ12;0412;BZÖ;BZÖ Wir säubern Graz;6;341;5;336;4;1;25.11.2012 06:38:11;Tauscher Manfred/p11760@intra.graz.at/p11760@intra.graz.at/GGA-60101/2012-11-25T18:38:18
GRGRAZ12;0412;CP-G;Christliche Partei-Grössler;7;341;5;336;1;1;25.11.2012 06:38:11;Tauscher Manfred/p11760@intra.graz.at/p11760@intra.graz.at/GGA-60101/2012-11-25T18:38:18
GRGRAZ12;0412;PIRAT;Piratenpartei Graz;8;341;5;336;8;1;25.11.2012 06:38:11;Tauscher Manfred/p11760@intra.graz.at/p11760@intra.graz.at/GGA-60101/2012-11-25T18:38:18
GRGRAZ12;0412;;Einsparkraftwerk;9;341;5;336;0;1;25.11.2012 06:38:11;Tauscher Manfred/p11760@intra.graz.at/p11760@intra.graz.at/GGA-60101/2012-11-25T18:38:18
GRGRAZ12;0412;BBB;Betty Baloo Bande;10;341;5;336;0;1;25.11.2012 06:38:11;Tauscher Manfred/p11760@intra.graz.at/p11760@intra.graz.at/GGA-60101/2012-11-25T18:38:18
GRGRAZ12;0412;WIR;Wir Wähler-Wir packen es an-Wir wollen unser Recht;11;341;5;336;0;1;25.11.2012 06:38:11;Tauscher Manfred/p11760@intra.graz.at/p11760@intra.graz.at/GGA-60101/2012-11-25T18:38:18
GRGRAZ12;0413;SPÖ;Sozialdemokratische Partei Österreichs;1;303;9;294;39;1;25.11.2012 05:17:48;Wresounig Michael/p12151@intra.graz.at/p12151@intra.graz.at/GGA-60101/2012-11-25T17:17:54
GRGRAZ12;0413;ÖVP;Österreichische Volkspartei;2;303;9;294;58;1;25.11.2012 05:17:48;Wresounig Michael/p12151@intra.graz.at/p12151@intra.graz.at/GGA-60101/2012-11-25T17:17:54
GRGRAZ12;0413;FPÖ;Freiheitliche Partei Österreichs;3;303;9;294;38;1;25.11.2012 05:17:48;Wresounig Michael/p12151@intra.graz.at/p12151@intra.graz.at/GGA-60101/2012-11-25T17:17:54
GRGRAZ12;0413;GRÜNE;Die Grünen - Die Grüne Alternative;4;303;9;294;55;1;25.11.2012 05:17:48;Wresounig Michael/p12151@intra.graz.at/p12151@intra.graz.at/GGA-60101/2012-11-25T17:17:54
GRGRAZ12;0413;KPÖ;Kommunistische Partei Österreichs;5;303;9;294;93;1;25.11.2012 05:17:48;Wresounig Michael/p12151@intra.graz.at/p12151@intra.graz.at/GGA-60101/2012-11-25T17:17:54
GRGRAZ12;0413;BZÖ;BZÖ Wir säubern Graz;6;303;9;294;1;1;25.11.2012 05:17:48;Wresounig Michael/p12151@intra.graz.at/p12151@intra.graz.at/GGA-60101/2012-11-25T17:17:54
GRGRAZ12;0413;CP-G;Christliche Partei-Grössler;7;303;9;294;2;1;25.11.2012 05:17:48;Wresounig Michael/p12151@intra.graz.at/p12151@intra.graz.at/GGA-60101/2012-11-25T17:17:54
GRGRAZ12;0413;PIRAT;Piratenpartei Graz;8;303;9;294;8;1;25.11.2012 05:17:48;Wresounig Michael/p12151@intra.graz.at/p12151@intra.graz.at/GGA-60101/2012-11-25T17:17:54
GRGRAZ12;0413;;Einsparkraftwerk;9;303;9;294;0;1;25.11.2012 05:17:48;Wresounig Michael/p12151@intra.graz.at/p12151@intra.graz.at/GGA-60101/2012-11-25T17:17:54
GRGRAZ12;0413;BBB;Betty Baloo Bande;10;303;9;294;0;1;25.11.2012 05:17:48;Wresounig Michael/p12151@intra.graz.at/p12151@intra.graz.at/GGA-60101/2012-11-25T17:17:54
GRGRAZ12;0413;WIR;Wir Wähler-Wir packen es an-Wir wollen unser Recht;11;303;9;294;0;1;25.11.2012 05:17:48;Wresounig Michael/p12151@intra.graz.at/p12151@intra.graz.at/GGA-60101/2012-11-25T17:17:54
GRGRAZ12;0414;SPÖ;Sozialdemokratische Partei Österreichs;1;311;0;311;76;1;25.11.2012 05:11:46;Waldegg Manfred/p10897@intra.graz.at/p10897@intra.graz.at/GGA-60101/2012-11-25T17:11:52
GRGRAZ12;0414;ÖVP;Österreichische Volkspartei;2;311;0;311;61;1;25.11.2012 05:11:46;Waldegg Manfred/p10897@intra.graz.at/p10897@intra.graz.at/GGA-60101/2012-11-25T17:11:52
GRGRAZ12;0414;FPÖ;Freiheitliche Partei Österreichs;3;311;0;311;79;1;25.11.2012 05:11:46;Waldegg Manfred/p10897@intra.graz.at/p10897@intra.graz.at/GGA-60101/2012-11-25T17:11:52
GRGRAZ12;0414;GRÜNE;Die Grünen - Die Grüne Alternative;4;311;0;311;14;1;25.11.2012 05:11:46;Waldegg Manfred/p10897@intra.graz.at/p10897@intra.graz.at/GGA-60101/2012-11-25T17:11:52
GRGRAZ12;0414;KPÖ;Kommunistische Partei Österreichs;5;311;0;311;72;1;25.11.2012 05:11:46;Waldegg Manfred/p10897@intra.graz.at/p10897@intra.graz.at/GGA-60101/2012-11-25T17:11:52
GRGRAZ12;0414;BZÖ;BZÖ Wir säubern Graz;6;311;0;311;3;1;25.11.2012 05:11:46;Waldegg Manfred/p10897@intra.graz.at/p10897@intra.graz.at/GGA-60101/2012-11-25T17:11:52
GRGRAZ12;0414;CP-G;Christliche Partei-Grössler;7;311;0;311;0;1;25.11.2012 05:11:46;Waldegg Manfred/p10897@intra.graz.at/p10897@intra.graz.at/GGA-60101/2012-11-25T17:11:52
GRGRAZ12;0414;PIRAT;Piratenpartei Graz;8;311;0;311;5;1;25.11.2012 05:11:46;Waldegg Manfred/p10897@intra.graz.at/p10897@intra.graz.at/GGA-60101/2012-11-25T17:11:52
GRGRAZ12;0414;;Einsparkraftwerk;9;311;0;311;0;1;25.11.2012 05:11:46;Waldegg Manfred/p10897@intra.graz.at/p10897@intra.graz.at/GGA-60101/2012-11-25T17:11:52
GRGRAZ12;0414;BBB;Betty Baloo Bande;10;311;0;311;0;1;25.11.2012 05:11:46;Waldegg Manfred/p10897@intra.graz.at/p10897@intra.graz.at/GGA-60101/2012-11-25T17:11:52
GRGRAZ12;0414;WIR;Wir Wähler-Wir packen es an-Wir wollen unser Recht;11;311;0;311;1;1;25.11.2012 05:11:46;Waldegg Manfred/p10897@intra.graz.at/p10897@intra.graz.at/GGA-60101/2012-11-25T17:11:52
GRGRAZ12;0415;SPÖ;Sozialdemokratische Partei Österreichs;1;457;4;453;54;1;25.11.2012 05:41:29;Rudolf Slapar/AT:L6:65113259/slapar@graz.gv.at/AT:GGA-60101/2012-11-25T17:41:36
GRGRAZ12;0415;ÖVP;Österreichische Volkspartei;2;457;4;453;116;1;25.11.2012 05:41:29;Rudolf Slapar/AT:L6:65113259/slapar@graz.gv.at/AT:GGA-60101/2012-11-25T17:41:36
GRGRAZ12;0415;FPÖ;Freiheitliche Partei Österreichs;3;457;4;453;55;1;25.11.2012 05:41:29;Rudolf Slapar/AT:L6:65113259/slapar@graz.gv.at/AT:GGA-60101/2012-11-25T17:41:36
GRGRAZ12;0415;GRÜNE;Die Grünen - Die Grüne Alternative;4;457;4;453;93;1;25.11.2012 05:41:29;Rudolf Slapar/AT:L6:65113259/slapar@graz.gv.at/AT:GGA-60101/2012-11-25T17:41:36
GRGRAZ12;0415;KPÖ;Kommunistische Partei Österreichs;5;457;4;453;107;1;25.11.2012 05:41:29;Rudolf Slapar/AT:L6:65113259/slapar@graz.gv.at/AT:GGA-60101/2012-11-25T17:41:36
GRGRAZ12;0415;BZÖ;BZÖ Wir säubern Graz;6;457;4;453;8;1;25.11.2012 05:41:29;Rudolf Slapar/AT:L6:65113259/slapar@graz.gv.at/AT:GGA-60101/2012-11-25T17:41:36
GRGRAZ12;0415;CP-G;Christliche Partei-Grössler;7;457;4;453;2;1;25.11.2012 05:41:29;Rudolf Slapar/AT:L6:65113259/slapar@graz.gv.at/AT:GGA-60101/2012-11-25T17:41:36
GRGRAZ12;0415;PIRAT;Piratenpartei Graz;8;457;4;453;16;1;25.11.2012 05:41:29;Rudolf Slapar/AT:L6:65113259/slapar@graz.gv.at/AT:GGA-60101/2012-11-25T17:41:36
GRGRAZ12;0415;;Einsparkraftwerk;9;457;4;453;1;1;25.11.2012 05:41:29;Rudolf Slapar/AT:L6:65113259/slapar@graz.gv.at/AT:GGA-60101/2012-11-25T17:41:36
GRGRAZ12;0415;BBB;Betty Baloo Bande;10;457;4;453;0;1;25.11.2012 05:41:29;Rudolf Slapar/AT:L6:65113259/slapar@graz.gv.at/AT:GGA-60101/2012-11-25T17:41:36
GRGRAZ12;0415;WIR;Wir Wähler-Wir packen es an-Wir wollen unser Recht;11;457;4;453;1;1;25.11.2012 05:41:29;Rudolf Slapar/AT:L6:65113259/slapar@graz.gv.at/AT:GGA-60101/2012-11-25T17:41:36
GRGRAZ12;0416;SPÖ;Sozialdemokratische Partei Österreichs;1;239;2;237;63;1;25.11.2012 04:43:15;Sprachmann Gerhard/p10630@intra.graz.at/p10630@intra.graz.at/GGA-60101/2012-11-25T16:43:21
GRGRAZ12;0416;ÖVP;Österreichische Volkspartei;2;239;2;237;62;1;25.11.2012 04:43:15;Sprachmann Gerhard/p10630@intra.graz.at/p10630@intra.graz.at/GGA-60101/2012-11-25T16:43:21
GRGRAZ12;0416;FPÖ;Freiheitliche Partei Österreichs;3;239;2;237;52;1;25.11.2012 04:43:15;Sprachmann Gerhard/p10630@intra.graz.at/p10630@intra.graz.at/GGA-60101/2012-11-25T16:43:21
GRGRAZ12;0416;GRÜNE;Die Grünen - Die Grüne Alternative;4;239;2;237;7;1;25.11.2012 04:43:15;Sprachmann Gerhard/p10630@intra.graz.at/p10630@intra.graz.at/GGA-60101/2012-11-25T16:43:21
GRGRAZ12;0416;KPÖ;Kommunistische Partei Österreichs;5;239;2;237;45;1;25.11.2012 04:43:15;Sprachmann Gerhard/p10630@intra.graz.at/p10630@intra.graz.at/GGA-60101/2012-11-25T16:43:21
GRGRAZ12;0416;BZÖ;BZÖ Wir säubern Graz;6;239;2;237;4;1;25.11.2012 04:43:15;Sprachmann Gerhard/p10630@intra.graz.at/p10630@intra.graz.at/GGA-60101/2012-11-25T16:43:21
GRGRAZ12;0416;CP-G;Christliche Partei-Grössler;7;239;2;237;1;1;25.11.2012 04:43:15;Sprachmann Gerhard/p10630@intra.graz.at/p10630@intra.graz.at/GGA-60101/2012-11-25T16:43:21
GRGRAZ12;0416;PIRAT;Piratenpartei Graz;8;239;2;237;2;1;25.11.2012 04:43:15;Sprachmann Gerhard/p10630@intra.graz.at/p10630@intra.graz.at/GGA-60101/2012-11-25T16:43:21
GRGRAZ12;0416;;Einsparkraftwerk;9;239;2;237;0;1;25.11.2012 04:43:15;Sprachmann Gerhard/p10630@intra.graz.at/p10630@intra.graz.at/GGA-60101/2012-11-25T16:43:21
GRGRAZ12;0416;BBB;Betty Baloo Bande;10;239;2;237;1;1;25.11.2012 04:43:15;Sprachmann Gerhard/p10630@intra.graz.at/p10630@intra.graz.at/GGA-60101/2012-11-25T16:43:21
GRGRAZ12;0416;WIR;Wir Wähler-Wir packen es an-Wir wollen unser Recht;11;239;2;237;0;1;25.11.2012 04:43:15;Sprachmann Gerhard/p10630@intra.graz.at/p10630@intra.graz.at/GGA-60101/2012-11-25T16:43:21
GRGRAZ12;0417;SPÖ;Sozialdemokratische Partei Österreichs;1;255;0;255;47;1;25.11.2012 04:39:39;Josef Schmid/AT:L6:65107765/schmid@graz.gv.at/AT:GGA-60101/2012-11-25T16:39:45
GRGRAZ12;0417;ÖVP;Österreichische Volkspartei;2;255;0;255;81;1;25.11.2012 04:39:39;Josef Schmid/AT:L6:65107765/schmid@graz.gv.at/AT:GGA-60101/2012-11-25T16:39:45
GRGRAZ12;0417;FPÖ;Freiheitliche Partei Österreichs;3;255;0;255;47;1;25.11.2012 04:39:39;Josef Schmid/AT:L6:65107765/schmid@graz.gv.at/AT:GGA-60101/2012-11-25T16:39:45
GRGRAZ12;0417;GRÜNE;Die Grünen - Die Grüne Alternative;4;255;0;255;21;1;25.11.2012 04:39:39;Josef Schmid/AT:L6:65107765/schmid@graz.gv.at/AT:GGA-60101/2012-11-25T16:39:45
GRGRAZ12;0417;KPÖ;Kommunistische Partei Österreichs;5;255;0;255;45;1;25.11.2012 04:39:39;Josef Schmid/AT:L6:65107765/schmid@graz.gv.at/AT:GGA-60101/2012-11-25T16:39:45
GRGRAZ12;0417;BZÖ;BZÖ Wir säubern Graz;6;255;0;255;5;1;25.11.2012 04:39:39;Josef Schmid/AT:L6:65107765/schmid@graz.gv.at/AT:GGA-60101/2012-11-25T16:39:45
GRGRAZ12;0417;CP-G;Christliche Partei-Grössler;7;255;0;255;2;1;25.11.2012 04:39:39;Josef Schmid/AT:L6:65107765/schmid@graz.gv.at/AT:GGA-60101/2012-11-25T16:39:45
GRGRAZ12;0417;PIRAT;Piratenpartei Graz;8;255;0;255;4;1;25.11.2012 04:39:39;Josef Schmid/AT:L6:65107765/schmid@graz.gv.at/AT:GGA-60101/2012-11-25T16:39:45
GRGRAZ12;0417;;Einsparkraftwerk;9;255;0;255;1;1;25.11.2012 04:39:39;Josef Schmid/AT:L6:65107765/schmid@graz.gv.at/AT:GGA-60101/2012-11-25T16:39:45
GRGRAZ12;0417;BBB;Betty Baloo Bande;10;255;0;255;0;1;25.11.2012 04:39:39;Josef Schmid/AT:L6:65107765/schmid@graz.gv.at/AT:GGA-60101/2012-11-25T16:39:45
GRGRAZ12;0417;WIR;Wir Wähler-Wir packen es an-Wir wollen unser Recht;11;255;0;255;2;1;25.11.2012 04:39:39;Josef Schmid/AT:L6:65107765/schmid@graz.gv.at/AT:GGA-60101/2012-11-25T16:39:45
GRGRAZ12;0418;SPÖ;Sozialdemokratische Partei Österreichs;1;288;2;286;76;1;25.11.2012 05:19:00;Josef Schmid/AT:L6:65121424/schmid1@graz.gv.at/AT:GGA-60101/2012-11-25T17:19:06
GRGRAZ12;0418;ÖVP;Österreichische Volkspartei;2;288;2;286;60;1;25.11.2012 05:19:00;Josef Schmid/AT:L6:65121424/schmid1@graz.gv.at/AT:GGA-60101/2012-11-25T17:19:06
GRGRAZ12;0418;FPÖ;Freiheitliche Partei Österreichs;3;288;2;286;50;1;25.11.2012 05:19:00;Josef Schmid/AT:L6:65121424/schmid1@graz.gv.at/AT:GGA-60101/2012-11-25T17:19:06
GRGRAZ12;0418;GRÜNE;Die Grünen - Die Grüne Alternative;4;288;2;286;16;1;25.11.2012 05:19:00;Josef Schmid/AT:L6:65121424/schmid1@graz.gv.at/AT:GGA-60101/2012-11-25T17:19:06
GRGRAZ12;0418;KPÖ;Kommunistische Partei Österreichs;5;288;2;286;73;1;25.11.2012 05:19:00;Josef Schmid/AT:L6:65121424/schmid1@graz.gv.at/AT:GGA-60101/2012-11-25T17:19:06
GRGRAZ12;0418;BZÖ;BZÖ Wir säubern Graz;6;288;2;286;5;1;25.11.2012 05:19:00;Josef Schmid/AT:L6:65121424/schmid1@graz.gv.at/AT:GGA-60101/2012-11-25T17:19:06
GRGRAZ12;0418;CP-G;Christliche Partei-Grössler;7;288;2;286;1;1;25.11.2012 05:19:00;Josef Schmid/AT:L6:65121424/schmid1@graz.gv.at/AT:GGA-60101/2012-11-25T17:19:06
GRGRAZ12;0418;PIRAT;Piratenpartei Graz;8;288;2;286;2;1;25.11.2012 05:19:00;Josef Schmid/AT:L6:65121424/schmid1@graz.gv.at/AT:GGA-60101/2012-11-25T17:19:06
GRGRAZ12;0418;;Einsparkraftwerk;9;288;2;286;0;1;25.11.2012 05:19:00;Josef Schmid/AT:L6:65121424/schmid1@graz.gv.at/AT:GGA-60101/2012-11-25T17:19:06
GRGRAZ12;0418;BBB;Betty Baloo Bande;10;288;2;286;0;1;25.11.2012 05:19:00;Josef Schmid/AT:L6:65121424/schmid1@graz.gv.at/AT:GGA-60101/2012-11-25T17:19:06
GRGRAZ12;0418;WIR;Wir Wähler-Wir packen es an-Wir wollen unser Recht;11;288;2;286;3;1;25.11.2012 05:19:00;Josef Schmid/AT:L6:65121424/schmid1@graz.gv.at/AT:GGA-60101/2012-11-25T17:19:06
GRGRAZ12;0419;SPÖ;Sozialdemokratische Partei Österreichs;1;371;4;367;63;1;25.11.2012 06:10:23;Hubert Gölles/AT:L6:65121446/goelles@graz.gv.at/AT:GGA-60101/2012-11-25T18:10:30
GRGRAZ12;0419;ÖVP;Österreichische Volkspartei;2;371;4;367;108;1;25.11.2012 06:10:23;Hubert Gölles/AT:L6:65121446/goelles@graz.gv.at/AT:GGA-60101/2012-11-25T18:10:30
GRGRAZ12;0419;FPÖ;Freiheitliche Partei Österreichs;3;371;4;367;58;1;25.11.2012 06:10:23;Hubert Gölles/AT:L6:65121446/goelles@graz.gv.at/AT:GGA-60101/2012-11-25T18:10:30
GRGRAZ12;0419;GRÜNE;Die Grünen - Die Grüne Alternative;4;371;4;367;37;1;25.11.2012 06:10:23;Hubert Gölles/AT:L6:65121446/goelles@graz.gv.at/AT:GGA-60101/2012-11-25T18:10:30
GRGRAZ12;0419;KPÖ;Kommunistische Partei Österreichs;5;371;4;367;84;1;25.11.2012 06:10:23;Hubert Gölles/AT:L6:65121446/goelles@graz.gv.at/AT:GGA-60101/2012-11-25T18:10:30
GRGRAZ12;0419;BZÖ;BZÖ Wir säubern Graz;6;371;4;367;3;1;25.11.2012 06:10:23;Hubert Gölles/AT:L6:65121446/goelles@graz.gv.at/AT:GGA-60101/2012-11-25T18:10:30
GRGRAZ12;0419;CP-G;Christliche Partei-Grössler;7;371;4;367;0;1;25.11.2012 06:10:23;Hubert Gölles/AT:L6:65121446/goelles@graz.gv.at/AT:GGA-60101/2012-11-25T18:10:30
GRGRAZ12;0419;PIRAT;Piratenpartei Graz;8;371;4;367;11;1;25.11.2012 06:10:23;Hubert Gölles/AT:L6:65121446/goelles@graz.gv.at/AT:GGA-60101/2012-11-25T18:10:30
GRGRAZ12;0419;;Einsparkraftwerk;9;371;4;367;0;1;25.11.2012 06:10:23;Hubert Gölles/AT:L6:65121446/goelles@graz.gv.at/AT:GGA-60101/2012-11-25T18:10:30
GRGRAZ12;0419;BBB;Betty Baloo Bande;10;371;4;367;1;1;25.11.2012 06:10:23;Hubert Gölles/AT:L6:65121446/goelles@graz.gv.at/AT:GGA-60101/2012-11-25T18:10:30
GRGRAZ12;0419;WIR;Wir Wähler-Wir packen es an-Wir wollen unser Recht;11;371;4;367;2;1;25.11.2012 06:10:23;Hubert Gölles/AT:L6:65121446/goelles@graz.gv.at/AT:GGA-60101/2012-11-25T18:10:30
GRGRAZ12;0420;SPÖ;Sozialdemokratische Partei Österreichs;1;285;0;285;48;1;25.11.2012 04:36:13;Ursula Pratter/AT:L6:65107762/pratter@graz.gv.at/AT:GGA-60101/2012-11-25T16:36:19
GRGRAZ12;0420;ÖVP;Österreichische Volkspartei;2;285;0;285;65;1;25.11.2012 04:36:13;Ursula Pratter/AT:L6:65107762/pratter@graz.gv.at/AT:GGA-60101/2012-11-25T16:36:19
